,dia_semana,horario,mortos,causa_acidente,municipio,tipo_veiculo
11498,sexta-feira,18:30:00,0,Reação tardia ou ineficiente do condutor,GUARAMIRIM,Motocicleta
11499,sexta-feira,18:28:00,1,Reação tardia ou ineficiente do condutor,CHAPECO,Automóvel
11500,sexta-feira,18:28:00,0,Reação tardia ou ineficiente do condutor,CHAPECO,Automóvel
11501,sábado,00:00:00,0,Acessar a via sem observar a presença dos outros veículos,BALNEARIO CAMBORIU,Automóvel
11502,sábado,00:00:00,0,Acessar a via sem observar a presença dos outros veículos,BALNEARIO CAMBORIU,Motocicleta
11503,sábado,03:11:00,0,Ingestão de álcool pelo condutor,BLUMENAU,Automóvel
11504,sábado,03:11:00,0,Ingestão de álcool pelo condutor,BLUMENAU,Automóvel
11505,sábado,03:11:00,0,Ingestão de álcool pelo condutor,BLUMENAU,Automóvel
11506,sábado,04:30:00,0,Ausência de reação do condutor,SAO JOSE,Motocicleta
11507,sexta-feira,16:40:00,0,Ausência de reação do condutor,BALNEARIO PICARRAS,Motocicleta
11508,sexta-feira,16:40:00,0,Ausência de reação do condutor,BALNEARIO PICARRAS,Automóvel
11509,sábado,05:40:00,0,Manobra de mudança de faixa,MAFRA,Automóvel
11510,sábado,05:50:00,0,Ingestão de álcool pelo condutor,BALNEARIO CAMBORIU,Automóvel
11511,sábado,04:50:00,0,Neblina,CURITIBANOS,Motocicleta
11512,sábado,00:57:00,0,Ausência de reação do condutor,PALHOCA,Automóvel
11513,sábado,05:59:00,0,Transitar na contramão,PALHOCA,Automóvel
11514,sábado,05:59:00,0,Transitar na contramão,PALHOCA,Automóvel
11515,sábado,05:59:00,0,Transitar na contramão,PALHOCA,Automóvel
11516,sábado,05:59:00,0,Transitar na contramão,PALHOCA,Automóvel
11517,sábado,05:40:00,0,Ingestão de álcool pelo condutor,SAO MIGUEL DO OESTE,Automóvel
11518,sábado,06:00:00,0,Ausência de reação do condutor,BARRA VELHA,Motoneta
11519,sábado,06:00:00,0,Ausência de reação do condutor,BARRA VELHA,Automóvel
11520,sábado,06:35:00,0,Ingestão de álcool pelo condutor,BARRA VELHA,Caminhonete
11521,sábado,05:15:00,0,Avarias e/ou desgaste excessivo no pneu,VARGEM BONITA,Automóvel
11522,sábado,07:30:00,0,Acessar a via sem observar a presença dos outros veículos,SAO JOSE,Motoneta
11523,sábado,10:15:00,0,Acessar a via sem observar a presença dos outros veículos,RIO DO SUL,Motoneta
11524,sábado,10:15:00,0,Acessar a via sem observar a presença dos outros veículos,RIO DO SUL,Automóvel
11525,sábado,10:26:00,0,Conversão proibida,BLUMENAU,Automóvel
11526,sábado,10:26:00,0,Conversão proibida,BLUMENAU,Motocicleta
11527,sábado,12:40:00,0,Velocidade Incompatível,PALHOCA,Automóvel
11528,sábado,12:40:00,0,Velocidade Incompatível,PALHOCA,Motoneta
11529,sábado,12:10:00,0,Desrespeitar a preferência no cruzamento,CAPIVARI DE BAIXO,Automóvel
11530,sábado,12:10:00,0,Desrespeitar a preferência no cruzamento,CAPIVARI DE BAIXO,Automóvel
11531,sábado,13:00:00,0,Desrespeitar a preferência no cruzamento,SAO FRANCISCO DO SUL,Motoneta
11532,sábado,13:00:00,0,Desrespeitar a preferência no cruzamento,SAO FRANCISCO DO SUL,Motoneta
11533,sábado,13:00:00,0,Desrespeitar a preferência no cruzamento,SAO FRANCISCO DO SUL,Automóvel
11534,sábado,14:00:00,0,Ausência de reação do condutor,PAULO LOPES,Caminhonete
11535,sábado,14:00:00,0,Ausência de reação do condutor,PAULO LOPES,Caminhonete
11536,sábado,14:00:00,0,Ausência de reação do condutor,PAULO LOPES,Caminhonete
11537,sábado,15:00:00,0,Reação tardia ou ineficiente do condutor,ITAPEMA,Ônibus
11538,sábado,15:00:00,0,Reação tardia ou ineficiente do condutor,ITAPEMA,Bicicleta
11539,sábado,15:20:00,0,Desrespeitar a preferência no cruzamento,ITAPEMA,Automóvel
11540,sábado,15:20:00,0,Desrespeitar a preferência no cruzamento,ITAPEMA,Motoneta
11541,sábado,16:10:00,0,Ingestão de álcool pelo condutor,LAGUNA,Bicicleta
11542,sábado,16:10:00,0,Ingestão de álcool pelo condutor,LAGUNA,Automóvel
11543,sábado,13:20:00,0,Condutor Dormindo,JARAGUA DO SUL,Caminhonete
11544,sábado,13:20:00,0,Condutor Dormindo,JARAGUA DO SUL,Automóvel
11545,sábado,13:20:00,0,Condutor Dormindo,JARAGUA DO SUL,Automóvel
11546,sábado,13:20:00,0,Condutor Dormindo,JARAGUA DO SUL,Automóvel
11547,sábado,17:30:00,0,Mal súbito do condutor,CAIBI,Automóvel
11548,sábado,21:30:00,0,Ingestão de álcool pelo condutor,BIGUACU,Motocicleta
11549,sábado,23:45:00,0,Transitar na contramão,PINHALZINHO,Automóvel
11550,sábado,23:45:00,0,Transitar na contramão,PINHALZINHO,Automóvel
11551,sábado,23:45:00,0,Transitar na contramão,PINHALZINHO,Automóvel
11552,sábado,23:45:00,0,Transitar na contramão,PINHALZINHO,Automóvel
11553,sábado,23:45:00,0,Transitar na contramão,PINHALZINHO,Automóvel
11554,sábado,23:45:00,0,Transitar na contramão,PINHALZINHO,Automóvel
11555,domingo,04:00:00,0,Ausência de reação do condutor,BALNEARIO CAMBORIU,Motocicleta
11556,domingo,04:00:00,0,Ausência de reação do condutor,BALNEARIO CAMBORIU,Motocicleta
11557,domingo,04:10:00,0,Ausência de reação do condutor,AGRONOMICA,Automóvel
11558,domingo,04:30:00,0,Transitar na contramão,ITAIOPOLIS,Automóvel
11559,domingo,04:30:00,0,Transitar na contramão,ITAIOPOLIS,Automóvel
11560,domingo,06:00:00,0,Condutor Dormindo,BARRA VELHA,Automóvel
11561,domingo,06:00:00,0,Velocidade Incompatível,MARAVILHA,Automóvel
11562,domingo,08:40:00,0,Transitar na contramão,SAO JOSE DO CERRITO,Automóvel
11563,domingo,11:15:00,0,Demais falhas mecânicas ou elétricas,GARUVA,Automóvel
11564,domingo,11:30:00,0,Avarias e/ou desgaste excessivo no pneu,JOINVILLE,Motocicleta
11565,domingo,12:00:00,0,Ingestão de álcool pelo condutor,SANGAO,Automóvel
11566,quinta-feira,03:30:00,0,Ausência de reação do condutor,AGUAS MORNAS,Motocicleta
11567,domingo,14:45:00,0,Reação tardia ou ineficiente do condutor,BIGUACU,Automóvel
11568,domingo,14:35:00,0,Reação tardia ou ineficiente do condutor,NOVA ITABERABA,Motocicleta
11569,domingo,14:35:00,0,Reação tardia ou ineficiente do condutor,NOVA ITABERABA,
11570,domingo,16:00:00,0,Manobra de mudança de faixa,PALHOCA,Automóvel
11571,domingo,16:00:00,0,Manobra de mudança de faixa,PALHOCA,Automóvel
11572,domingo,16:00:00,0,Manobra de mudança de faixa,PALHOCA,Automóvel
11573,domingo,16:00:00,0,Manobra de mudança de faixa,PALHOCA,Automóvel
11574,domingo,16:00:00,0,Manobra de mudança de faixa,PALHOCA,Automóvel
11575,domingo,16:30:00,0,Velocidade Incompatível,PESCARIA BRAVA,Motocicleta
11576,domingo,16:30:00,0,Velocidade Incompatível,PESCARIA BRAVA,Motocicleta
11577,domingo,18:10:00,0,Velocidade Incompatível,SAO JOSE,Automóvel
11578,domingo,18:10:00,0,Velocidade Incompatível,SAO JOSE,Automóvel
11579,domingo,18:10:00,0,Velocidade Incompatível,SAO JOSE,Automóvel
11580,domingo,18:10:00,0,Velocidade Incompatível,SAO JOSE,Utilitário
11581,domingo,18:10:00,0,Velocidade Incompatível,SAO JOSE,Automóvel
11582,domingo,18:10:00,0,Velocidade Incompatível,SAO JOSE,Motor-casa
11583,domingo,18:10:00,0,Velocidade Incompatível,SAO JOSE,Automóvel
11584,domingo,19:10:00,0,Velocidade Incompatível,BALNEARIO CAMBORIU,Automóvel
11585,domingo,19:10:00,0,Velocidade Incompatível,BALNEARIO CAMBORIU,Automóvel
11586,domingo,19:10:00,0,Velocidade Incompatível,BALNEARIO CAMBORIU,Motocicleta
11587,domingo,19:40:00,0,Transitar na contramão,MAFRA,Caminhonete
11588,domingo,19:40:00,0,Transitar na contramão,MAFRA,Automóvel
11589,domingo,19:45:00,0,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,GUARAMIRIM,Automóvel
11590,domingo,19:45:00,0,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,GUARAMIRIM,Automóvel
11591,domingo,19:45:00,0,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,GUARAMIRIM,Automóvel
11592,domingo,19:30:00,0,Ingestão de álcool pelo condutor,CHAPECO,Automóvel
11593,domingo,19:50:00,0,Ultrapassagem Indevida,RIO NEGRINHO,Automóvel
11594,domingo,21:35:00,0,Ingestão de álcool pelo condutor,SANTO AMARO DA IMPERATRIZ,Motocicleta
11595,domingo,21:35:00,0,Ingestão de álcool pelo condutor,SANTO AMARO DA IMPERATRIZ,Motocicleta
11596,domingo,19:47:00,0,Acessar a via sem observar a presença dos outros veículos,IMBITUBA,Bicicleta
11597,domingo,19:47:00,0,Acessar a via sem observar a presença dos outros veículos,IMBITUBA,Automóvel
11598,domingo,23:30:00,0,Ausência de reação do condutor,SAO JOSE,Motocicleta
11599,domingo,23:30:00,0,Ausência de reação do condutor,SAO JOSE,Motocicleta
11600,segunda-feira,01:30:00,0,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,ITAPEMA,Automóvel
11601,segunda-feira,05:45:00,0,Manobra de mudança de faixa,BALNEARIO CAMBORIU,Motocicleta
11602,segunda-feira,06:40:00,0,Desrespeitar a preferência no cruzamento,GUARAMIRIM,Ônibus
11603,segunda-feira,06:40:00,0,Desrespeitar a preferência no cruzamento,GUARAMIRIM,Ônibus
11604,segunda-feira,08:25:00,0,Ausência de reação do condutor,ITAJAI,Motoneta
11605,segunda-feira,09:47:00,0,Reação tardia ou ineficiente do condutor,SAO FRANCISCO DO SUL,Bicicleta
11606,segunda-feira,10:25:00,0,Ausência de reação do condutor,INDAIAL,Automóvel
11607,segunda-feira,10:25:00,0,Ausência de reação do condutor,INDAIAL,Automóvel
11608,segunda-feira,10:25:00,0,Ausência de reação do condutor,INDAIAL,Automóvel
11609,segunda-feira,10:25:00,0,Ausência de reação do condutor,INDAIAL,Automóvel
11610,segunda-feira,10:25:00,0,Ausência de reação do condutor,INDAIAL,Caminhonete
11611,segunda-feira,10:45:00,0,Ausência de reação do condutor,FLORIANOPOLIS,Automóvel
11612,segunda-feira,10:45:00,0,Ausência de reação do condutor,FLORIANOPOLIS,Motoneta
11613,segunda-feira,10:45:00,0,Ultrapassagem Indevida,GUARAMIRIM,Motocicleta
11614,segunda-feira,10:45:00,0,Ultrapassagem Indevida,GUARAMIRIM,Camioneta
11615,segunda-feira,14:15:00,0,Condutor deixou de manter distância do veículo da frente,PALHOCA,Automóvel
11616,segunda-feira,14:15:00,0,Condutor deixou de manter distância do veículo da frente,PALHOCA,Automóvel
11617,segunda-feira,14:15:00,0,Condutor deixou de manter distância do veículo da frente,PALHOCA,Motocicleta
11618,segunda-feira,12:50:00,0,Manobra de mudança de faixa,FLORIANOPOLIS,Automóvel
11619,segunda-feira,12:50:00,0,Manobra de mudança de faixa,FLORIANOPOLIS,Automóvel
11620,segunda-feira,18:30:00,0,Condutor deixou de manter distância do veículo da frente,BIGUACU,Motocicleta
11621,segunda-feira,18:30:00,0,Condutor deixou de manter distância do veículo da frente,BIGUACU,Automóvel
11622,segunda-feira,17:40:00,0,Entrada inopinada do pedestre,PARAISO,Caminhonete
11623,segunda-feira,17:40:00,0,Entrada inopinada do pedestre,PARAISO,Caminhonete
11624,segunda-feira,17:40:00,0,Entrada inopinada do pedestre,PARAISO,
11625,segunda-feira,19:00:00,0,Ausência de reação do condutor,ITAJAI,Automóvel
11626,segunda-feira,19:00:00,0,Ausência de reação do condutor,ITAJAI,Motocicleta
11627,segunda-feira,19:00:00,0,Acessar a via sem observar a presença dos outros veículos,ARAQUARI,Motocicleta
11628,segunda-feira,19:00:00,0,Acessar a via sem observar a presença dos outros veículos,ARAQUARI,
11629,segunda-feira,19:50:00,0,Condutor deixou de manter distância do veículo da frente,PALHOCA,Automóvel
11630,segunda-feira,19:50:00,0,Condutor deixou de manter distância do veículo da frente,PALHOCA,Motocicleta
11631,segunda-feira,19:49:00,0,Ausência de reação do condutor,MONTE CASTELO,Caminhonete
11632,segunda-feira,19:49:00,0,Ausência de reação do condutor,MONTE CASTELO,Caminhonete
11633,segunda-feira,19:49:00,0,Ausência de reação do condutor,MONTE CASTELO,Caminhonete
11634,segunda-feira,19:49:00,0,Ausência de reação do condutor,MONTE CASTELO,
11635,segunda-feira,19:00:00,0,Ultrapassagem Indevida,XAXIM,Automóvel
11636,segunda-feira,19:00:00,1,Ultrapassagem Indevida,XAXIM,Automóvel
11637,segunda-feira,19:00:00,0,Ultrapassagem Indevida,XAXIM,Automóvel
11638,segunda-feira,21:29:00,0,Desrespeitar a preferência no cruzamento,MONTE CASTELO,Automóvel
11639,segunda-feira,21:29:00,0,Desrespeitar a preferência no cruzamento,MONTE CASTELO,Automóvel
11640,segunda-feira,21:29:00,0,Desrespeitar a preferência no cruzamento,MONTE CASTELO,Automóvel
11641,segunda-feira,21:29:00,0,Desrespeitar a preferência no cruzamento,MONTE CASTELO,Caminhonete
11642,terça-feira,04:17:00,0,Reação tardia ou ineficiente do condutor,JARAGUA DO SUL,Motocicleta
11643,terça-feira,04:17:00,0,Reação tardia ou ineficiente do condutor,JARAGUA DO SUL,Ônibus
11644,terça-feira,05:20:00,0,Reação tardia ou ineficiente do condutor,PORTO BELO,Motocicleta
11645,terça-feira,07:20:00,0,Demais falhas mecânicas ou elétricas,BALNEARIO CAMBORIU,Motoneta
11646,terça-feira,07:20:00,0,Demais falhas mecânicas ou elétricas,BALNEARIO CAMBORIU,Motoneta
11647,terça-feira,07:25:00,0,Acessar a via sem observar a presença dos outros veículos,JOINVILLE,Bicicleta
11648,terça-feira,07:25:00,0,Acessar a via sem observar a presença dos outros veículos,JOINVILLE,Ônibus
11649,terça-feira,08:25:00,0,Condutor deixou de manter distância do veículo da frente,ITAJAI,Automóvel
11650,terça-feira,08:25:00,0,Condutor deixou de manter distância do veículo da frente,ITAJAI,Automóvel
11651,sexta-feira,05:28:00,0,Velocidade Incompatível,PALHOCA,Automóvel
11652,sexta-feira,05:28:00,0,Velocidade Incompatível,PALHOCA,
11653,terça-feira,08:50:00,0,Reação tardia ou ineficiente do condutor,FLORIANOPOLIS,Automóvel
11654,terça-feira,08:50:00,0,Reação tardia ou ineficiente do condutor,FLORIANOPOLIS,Motoneta
11655,terça-feira,11:30:00,0,Ausência de reação do condutor,BIGUACU,Motocicleta
11656,terça-feira,12:45:00,0,Manobra de mudança de faixa,PALHOCA,Automóvel
11657,terça-feira,12:45:00,0,Manobra de mudança de faixa,PALHOCA,Bicicleta
11658,terça-feira,12:45:00,0,Manobra de mudança de faixa,PALHOCA,
11659,terça-feira,12:30:00,0,Acessar a via sem observar a presença dos outros veículos,SANTA CECILIA,Automóvel
11660,terça-feira,12:30:00,0,Acessar a via sem observar a presença dos outros veículos,SANTA CECILIA,Automóvel
11661,terça-feira,12:30:00,0,Acessar a via sem observar a presença dos outros veículos,SANTA CECILIA,Automóvel
11662,terça-feira,12:50:00,0,Acessar a via sem observar a presença dos outros veículos,JOINVILLE,Caminhonete
11663,terça-feira,12:50:00,0,Acessar a via sem observar a presença dos outros veículos,JOINVILLE,Bicicleta
11664,terça-feira,17:20:00,0,Transitar no Acostamento,PALHOCA,Camioneta
11665,terça-feira,17:20:00,0,Transitar no Acostamento,PALHOCA,Camioneta
11666,terça-feira,17:20:00,0,Transitar no Acostamento,PALHOCA,Motocicleta
11667,terça-feira,15:25:00,0,Reação tardia ou ineficiente do condutor,ICARA,Motocicleta
11668,terça-feira,15:25:00,0,Reação tardia ou ineficiente do condutor,ICARA,Caminhonete
11669,terça-feira,17:00:00,0,Ausência de reação do condutor,CUNHA PORA,Motocicleta
11670,terça-feira,18:25:00,0,Ausência de reação do condutor,FLORIANOPOLIS,Motocicleta
11671,terça-feira,18:25:00,0,Ausência de reação do condutor,FLORIANOPOLIS,Caminhonete
11672,sexta-feira,09:30:00,0,Ausência de reação do condutor,FLORIANOPOLIS,Automóvel
11673,sexta-feira,09:30:00,0,Ausência de reação do condutor,FLORIANOPOLIS,Automóvel
11674,sexta-feira,09:30:00,0,Ausência de reação do condutor,FLORIANOPOLIS,Automóvel
11675,sexta-feira,09:30:00,0,Ausência de reação do condutor,FLORIANOPOLIS,Automóvel
11676,terça-feira,21:30:00,0,Pista esburacada,BLUMENAU,Motocicleta
11677,terça-feira,22:05:00,0,Ausência de reação do condutor,IMBITUBA,Automóvel
11678,quarta-feira,02:00:00,0,Ingestão de álcool pelo condutor,BALNEARIO CAMBORIU,Automóvel
11679,quarta-feira,04:20:00,0,Ausência de reação do condutor,SAO JOSE,Motocicleta
11680,quarta-feira,06:10:00,0,Reação tardia ou ineficiente do condutor,BIGUACU,Automóvel
11681,quarta-feira,06:10:00,0,Reação tardia ou ineficiente do condutor,BIGUACU,Motocicleta
11682,quarta-feira,06:10:00,0,Reação tardia ou ineficiente do condutor,BIGUACU,Motocicleta
11683,quarta-feira,11:40:00,0,Desrespeitar a preferência no cruzamento,SAO JOSE,Bicicleta
11684,quarta-feira,11:40:00,0,Desrespeitar a preferência no cruzamento,SAO JOSE,Caminhonete
11685,quarta-feira,11:45:00,0,Velocidade Incompatível,SAO JOSE,Motocicleta
11686,quarta-feira,11:45:00,0,Velocidade Incompatível,SAO JOSE,Automóvel
11687,quarta-feira,11:45:00,0,Velocidade Incompatível,SAO JOSE,Motocicleta
11688,quarta-feira,11:45:00,0,Velocidade Incompatível,SAO JOSE,Motoneta
11689,quarta-feira,12:10:00,0,Reação tardia ou ineficiente do condutor,CANOINHAS,Caminhonete
11690,quarta-feira,12:10:00,0,Reação tardia ou ineficiente do condutor,CANOINHAS,Caminhonete
11691,quarta-feira,12:10:00,0,Reação tardia ou ineficiente do condutor,CANOINHAS,Automóvel
11692,quarta-feira,13:15:00,0,Ingestão de álcool pelo condutor,RIO DO SUL,Automóvel
11693,quarta-feira,13:15:00,0,Ingestão de álcool pelo condutor,RIO DO SUL,Automóvel
11694,quarta-feira,13:30:00,0,Manobra de mudança de faixa,SAO JOSE,Automóvel
11695,quarta-feira,13:30:00,0,Manobra de mudança de faixa,SAO JOSE,Motocicleta
11696,quarta-feira,13:30:00,0,Manobra de mudança de faixa,SAO JOSE,Motocicleta
11697,quarta-feira,12:40:00,0,Desrespeitar a preferência no cruzamento,DIONISIO CERQUEIRA,Automóvel
11698,quarta-feira,12:40:00,0,Desrespeitar a preferência no cruzamento,DIONISIO CERQUEIRA,Automóvel
11699,quarta-feira,12:40:00,0,Velocidade Incompatível,ITAJAI,Automóvel
11700,quarta-feira,12:40:00,0,Velocidade Incompatível,ITAJAI,Automóvel
11701,quarta-feira,12:40:00,0,Velocidade Incompatível,ITAJAI,Automóvel
11702,quarta-feira,12:40:00,0,Velocidade Incompatível,ITAJAI,Automóvel
11703,quarta-feira,12:40:00,0,Velocidade Incompatível,ITAJAI,Utilitário
11704,quarta-feira,12:40:00,0,Velocidade Incompatível,ITAJAI,Automóvel
11705,quinta-feira,07:35:00,0,Ausência de reação do condutor,XAXIM,Automóvel
11706,quarta-feira,17:30:00,0,Manobra de mudança de faixa,APIUNA,Caminhonete
11707,quarta-feira,19:01:00,0,Manobra de mudança de faixa,ITAPEMA,Automóvel
11708,quarta-feira,19:01:00,0,Manobra de mudança de faixa,ITAPEMA,Motocicleta
11709,quarta-feira,21:15:00,0,Retorno proibido,BLUMENAU,Automóvel
11710,quarta-feira,21:15:00,0,Retorno proibido,BLUMENAU,Automóvel
11711,quarta-feira,22:30:00,0,Pedestre andava na pista,IMBITUBA,Automóvel
11712,quarta-feira,22:30:00,0,Pedestre andava na pista,IMBITUBA,Automóvel
11713,quarta-feira,22:30:00,1,Pedestre andava na pista,IMBITUBA,
11714,quinta-feira,00:50:00,0,Ingestão de álcool pelo condutor,FLORIANOPOLIS,Automóvel
11715,quarta-feira,20:30:00,0,Acessar a via sem observar a presença dos outros veículos,INDAIAL,Motocicleta
11716,quarta-feira,20:30:00,0,Acessar a via sem observar a presença dos outros veículos,INDAIAL,Camioneta
11717,quinta-feira,07:00:00,0,Acessar a via sem observar a presença dos outros veículos,SAO JOSE,Automóvel
11718,quinta-feira,07:00:00,0,Acessar a via sem observar a presença dos outros veículos,SAO JOSE,Bicicleta
11719,quinta-feira,07:40:00,0,Ausência de sinalização,PORTO BELO,Motocicleta
11720,sexta-feira,20:30:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Motocicleta
11721,sexta-feira,20:30:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Automóvel
11722,quinta-feira,10:40:00,0,Ausência de reação do condutor,ITAPEMA,Motocicleta
11723,quinta-feira,10:40:00,0,Ausência de reação do condutor,ITAPEMA,Automóvel
11724,quinta-feira,10:50:00,0,Entrada inopinada do pedestre,IBIRAMA,
11725,quinta-feira,10:50:00,0,Entrada inopinada do pedestre,IBIRAMA,
11726,sábado,18:30:00,0,Ingestão de álcool pelo condutor,INDAIAL,Automóvel
11727,sábado,18:30:00,0,Ingestão de álcool pelo condutor,INDAIAL,Automóvel
11728,sábado,18:30:00,0,Ingestão de álcool pelo condutor,INDAIAL,Motocicleta
11729,quinta-feira,16:40:00,0,Ausência de reação do condutor,GOVERNADOR CELSO RAMOS,Motocicleta
11730,quinta-feira,15:55:00,0,Acessar a via sem observar a presença dos outros veículos,CHAPECO,Motocicleta
11731,quinta-feira,15:55:00,0,Acessar a via sem observar a presença dos outros veículos,CHAPECO,Motocicleta
11732,quinta-feira,17:30:00,0,Pedestre cruzava a pista fora da faixa,BIGUACU,Motocicleta
11733,quinta-feira,17:30:00,0,Pedestre cruzava a pista fora da faixa,BIGUACU,
11734,quinta-feira,17:50:00,0,Trafegar com motocicleta (ou similar) entre as faixas,FLORIANOPOLIS,Motocicleta
11735,quinta-feira,17:50:00,0,Trafegar com motocicleta (ou similar) entre as faixas,FLORIANOPOLIS,Automóvel
11736,quinta-feira,18:25:00,0,Condutor deixou de manter distância do veículo da frente,BARRA VELHA,Automóvel
11737,quinta-feira,18:25:00,0,Condutor deixou de manter distância do veículo da frente,BARRA VELHA,Automóvel
11738,quinta-feira,18:25:00,0,Condutor deixou de manter distância do veículo da frente,BARRA VELHA,Caminhonete
11739,quinta-feira,18:25:00,0,Condutor deixou de manter distância do veículo da frente,BARRA VELHA,Caminhonete
11740,quinta-feira,18:50:00,0,Reação tardia ou ineficiente do condutor,PALHOCA,Motocicleta
11741,quinta-feira,18:50:00,0,Reação tardia ou ineficiente do condutor,PALHOCA,
11742,quinta-feira,17:40:00,0,Ingestão de álcool pelo condutor,SAO MIGUEL DO OESTE,Automóvel
11743,quinta-feira,17:40:00,0,Acessar a via sem observar a presença dos outros veículos,IRANI,Micro-ônibus
11744,quinta-feira,17:40:00,0,Acessar a via sem observar a presença dos outros veículos,IRANI,Micro-ônibus
11745,quinta-feira,17:40:00,0,Acessar a via sem observar a presença dos outros veículos,IRANI,Micro-ônibus
11746,quinta-feira,17:40:00,0,Acessar a via sem observar a presença dos outros veículos,IRANI,Camioneta
11747,quinta-feira,12:20:00,0,Acessar a via sem observar a presença dos outros veículos,CONCORDIA,Automóvel
11748,quinta-feira,12:20:00,0,Acessar a via sem observar a presença dos outros veículos,CONCORDIA,Motocicleta
11749,quinta-feira,18:50:00,0,Ausência de reação do condutor,CORDILHEIRA ALTA,Camioneta
11750,quinta-feira,18:50:00,0,Ausência de reação do condutor,CORDILHEIRA ALTA,Automóvel
11751,quinta-feira,18:50:00,0,Ausência de reação do condutor,CORDILHEIRA ALTA,Motocicleta
11752,sexta-feira,00:10:00,0,Velocidade Incompatível,SAO JOSE,Automóvel
11753,sexta-feira,00:10:00,0,Velocidade Incompatível,SAO JOSE,Automóvel
11754,sexta-feira,03:10:00,0,Ingestão de álcool pelo condutor,ARAQUARI,Motocicleta
11755,segunda-feira,18:45:00,0,Reação tardia ou ineficiente do condutor,SOMBRIO,Caminhonete
11756,segunda-feira,18:45:00,0,Reação tardia ou ineficiente do condutor,SOMBRIO,Automóvel
11757,segunda-feira,18:45:00,0,Reação tardia ou ineficiente do condutor,SOMBRIO,Automóvel
11758,sexta-feira,07:49:00,0,Trafegar com motocicleta (ou similar) entre as faixas,ITAJAI,Motocicleta
11759,sexta-feira,07:49:00,0,Trafegar com motocicleta (ou similar) entre as faixas,ITAJAI,Automóvel
11760,sexta-feira,07:15:00,0,Acessar a via sem observar a presença dos outros veículos,MARAVILHA,Motoneta
11761,sexta-feira,07:15:00,0,Acessar a via sem observar a presença dos outros veículos,MARAVILHA,Camioneta
11762,sexta-feira,10:00:00,0,Demais falhas mecânicas ou elétricas,PALHOCA,Automóvel
11763,sexta-feira,10:00:00,0,Demais falhas mecânicas ou elétricas,PALHOCA,Motocicleta
11764,sexta-feira,08:30:00,0,Trafegar com motocicleta (ou similar) entre as faixas,FLORIANOPOLIS,Motocicleta
11765,sexta-feira,08:30:00,0,Trafegar com motocicleta (ou similar) entre as faixas,FLORIANOPOLIS,Automóvel
11766,sexta-feira,11:00:00,0,Manobra de mudança de faixa,BIGUACU,Automóvel
11767,sexta-feira,11:00:00,0,Manobra de mudança de faixa,BIGUACU,Automóvel
11768,sexta-feira,12:50:00,0,Manobra de mudança de faixa,PAULO LOPES,Automóvel
11769,sexta-feira,12:50:00,0,Manobra de mudança de faixa,PAULO LOPES,Automóvel
11770,sexta-feira,12:50:00,0,Manobra de mudança de faixa,PAULO LOPES,Automóvel
11771,sexta-feira,12:50:00,0,Manobra de mudança de faixa,PAULO LOPES,Automóvel
11772,sexta-feira,12:50:00,0,Manobra de mudança de faixa,PAULO LOPES,Motocicleta
11773,sexta-feira,12:50:00,0,Manobra de mudança de faixa,PAULO LOPES,
11774,quarta-feira,09:15:00,0,Carga excessiva e/ou mal acondicionada,JOACABA,Automóvel
11775,quarta-feira,09:15:00,0,Carga excessiva e/ou mal acondicionada,JOACABA,Automóvel
11776,sexta-feira,13:40:00,0,Demais falhas mecânicas ou elétricas,PALHOCA,Automóvel
11777,sexta-feira,15:20:00,0,Condutor deixou de manter distância do veículo da frente,ITAJAI,Automóvel
11778,sexta-feira,15:20:00,0,Condutor deixou de manter distância do veículo da frente,ITAJAI,Automóvel
11779,sexta-feira,15:20:00,0,Condutor deixou de manter distância do veículo da frente,ITAJAI,Caminhonete
11780,sexta-feira,15:45:00,0,Acessar a via sem observar a presença dos outros veículos,PALHOCA,Motocicleta
11781,sexta-feira,15:45:00,0,Acessar a via sem observar a presença dos outros veículos,PALHOCA,Automóvel
11782,sexta-feira,15:45:00,0,Acessar a via sem observar a presença dos outros veículos,PALHOCA,Automóvel
11783,sexta-feira,16:45:00,0,Transitar na contramão,ARAQUARI,Motocicleta
11784,sexta-feira,16:45:00,0,Transitar na contramão,ARAQUARI,Automóvel
11785,sexta-feira,18:05:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Automóvel
11786,sexta-feira,18:05:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Motoneta
11787,sexta-feira,18:20:00,0,Reação tardia ou ineficiente do condutor,PORTO BELO,Automóvel
11788,sexta-feira,19:00:00,0,Manobra de mudança de faixa,BIGUACU,Automóvel
11789,sexta-feira,19:00:00,0,Manobra de mudança de faixa,BIGUACU,Motocicleta
11790,sexta-feira,19:00:00,0,Manobra de mudança de faixa,BIGUACU,Automóvel
11791,sexta-feira,14:50:00,0,Desrespeitar a preferência no cruzamento,ARAQUARI,Automóvel
11792,sexta-feira,14:50:00,0,Desrespeitar a preferência no cruzamento,ARAQUARI,Motocicleta
